,model,price,state
446,Samsung Galaxy J5 Prime Dourado,579.0,Bom
447,Samsung Galaxy S7 Edge 32GB Preto,1479.0,Excelente
448,Samsung Galaxy S7 Edge 32GB Preto,1379.0,Muito Bom
449,Samsung Galaxy S7 Edge 32GB Preto,1289.0,Bom
450,Samsung Galaxy J5 Prime Preto,609.0,Excelente
451,Samsung Galaxy J5 Prime Preto,579.0,Muito Bom
452,Samsung Galaxy J5 Prime Preto,594.0,Bom
453,Samsung Galaxy A5 2016 Preto,599.0,Excelente
454,Samsung Galaxy A5 2016 Preto,539.0,Muito Bom
455,Samsung Galaxy A5 2016 Preto,489.0,Bom
456,Samsung Galaxy J7 Prime Preto,659.0,Excelente
457,Samsung Galaxy J7 Prime Preto,659.0,Muito Bom
458,Samsung Galaxy J7 Prime Preto,659.0,Bom
459,Samsung Galaxy S6 Flat Preto,759.0,Excelente
460,Samsung Galaxy S6 Flat Preto,759.0,Muito Bom
461,Samsung Galaxy S6 Flat Preto,759.0,Bom
462,Samsung Galaxy E5 4G Duos Branco,469.0,Excelente
463,Samsung Galaxy E5 4G Duos Branco,419.0,Muito Bom
464,Samsung Galaxy E5 4G Duos Branco,444.0,Bom
465,Samsung Galaxy E5 4G Duos Branco,469.0,Excelente
466,Samsung Galaxy E5 4G Duos Branco,419.0,Muito Bom
467,Samsung Galaxy E5 4G Duos Branco,444.0,Bom
468,Samsung Galaxy A3 2016 Dourado,569.0,Excelente
469,Samsung Galaxy A3 2016 Dourado,569.0,Muito Bom
470,Samsung Galaxy A3 2016 Dourado,569.0,Bom
471,Samsung Galaxy J5 8GB Branco,449.0,Excelente
472,Samsung Galaxy J5 8GB Branco,449.0,Muito Bom
473,Samsung Galaxy J5 8GB Branco,449.0,Bom
474,Samsung Galaxy S3 I9300 Branco,369.0,Excelente
475,Samsung Galaxy S3 I9300 Branco,369.0,Muito Bom
476,Samsung Galaxy S3 I9300 Branco,369.0,Bom
477,Samsung Galaxy J1 Mini Preto,249.0,Excelente
478,Samsung Galaxy J1 Mini Preto,249.0,Muito Bom
479,Samsung Galaxy J1 Mini Preto,249.0,Bom
480,Motorola Moto X Style 32GB Branco Bambu,989.0,Excelente
481,Motorola Moto X Style 32GB Branco Bambu,909.0,Muito Bom
482,Motorola Moto X Style 32GB Branco Bambu,869.0,Bom
483,Motorola Moto G5 Ouro,629.0,Excelente
484,Motorola Moto G5 Ouro,599.0,Muito Bom
485,Motorola Moto G5 Ouro,614.0,Bom
486,Motorola Moto X Play 32GB 4G Dual Branco,799.0,Excelente
487,Motorola Moto X Play 32GB 4G Dual Branco,799.0,Muito Bom
488,Motorola Moto X Play 32GB 4G Dual Branco,799.0,Bom
489,Motorola Moto G4 Plus Branco,619.0,Excelente
490,Motorola Moto G4 Plus Branco,619.0,Muito Bom
491,Motorola Moto G4 Plus Branco,619.0,Bom
492,Motorola Moto X Style 32GB Branco,909.0,Excelente
493,Motorola Moto X Style 32GB Branco,909.0,Muito Bom
494,Motorola Moto X Style 32GB Branco,909.0,Bom
495,Motorola Moto G4 Play DTV Dourado,499.0,Excelente
496,Motorola Moto G4 Play DTV Dourado,459.0,Muito Bom
497,Motorola Moto G4 Play DTV Dourado,479.0,Bom
498,Motorola Moto X Style 32GB Branco Dourado,989.0,Excelente
499,Motorola Moto X Style 32GB Branco Dourado,909.0,Muito Bom
500,Motorola Moto X Style 32GB Branco Dourado,889.0,Bom
501,Motorola Moto G3 16GB 4G Dual HDTV Branco,409.0,Excelente
502,Motorola Moto G3 16GB 4G Dual HDTV Branco,409.0,Muito Bom
503,Motorola Moto G3 16GB 4G Dual HDTV Branco,409.0,Bom
504,Motorola Moto G4 DTV Preto,489.0,Excelente
505,Motorola Moto G4 DTV Preto,489.0,Muito Bom
506,Motorola Moto G4 DTV Preto,489.0,Bom
507,Motorola Moto X Style 32GB Preto,1019.0,Excelente
508,Motorola Moto X Style 32GB Preto,879.0,Muito Bom
509,Motorola Moto X Style 32GB Preto,869.0,Bom
510,Motorola Moto X Force 64GB Preto,1019.0,Excelente
511,Motorola Moto X Force 64GB Preto,1019.0,Muito Bom
512,Motorola Moto X Force 64GB Preto,1019.0,Bom
513,Motorola Moto G4 Plus Preto Vermelho,619.0,Excelente
514,Motorola Moto G4 Plus Preto Vermelho,559.0,Muito Bom
515,Motorola Moto G4 Plus Preto Vermelho,589.0,Bom
516,Motorola Moto Maxx 64GB,929.0,Excelente
517,Motorola Moto Maxx 64GB,699.0,Muito Bom
518,Motorola Moto Maxx 64GB,814.0,Bom
519,Motorola Moto G5 Plus Ouro,709.0,Excelente
520,Motorola Moto G5 Plus Ouro,709.0,Muito Bom
521,Motorola Moto G5 Plus Ouro,709.0,Bom
522,Motorola Moto G3 16GB 4G Dual Preto,439.0,Excelente
523,Motorola Moto G3 16GB 4G Dual Preto,404.0,Muito Bom
524,Motorola Moto G3 16GB 4G Dual Preto,369.0,Bom
525,Motorola Moto G3 16GB 4G Dual Preto,439.0,Excelente
526,Motorola Moto G3 16GB 4G Dual Preto,404.0,Muito Bom
527,Motorola Moto G3 16GB 4G Dual Preto,369.0,Bom
528,Motorola Moto Z Power Edition Preto,1739.0,Excelente
529,Motorola Moto Z Power Edition Preto,1739.0,Muito Bom
530,Motorola Moto Z Power Edition Preto,1739.0,Bom
531,Motorola Moto X Play 16GB 4G Dual Preto,569.0,Excelente
532,Motorola Moto X Play 16GB 4G Dual Preto,569.0,Muito Bom
533,Motorola Moto X Play 16GB 4G Dual Preto,569.0,Bom
534,LG G6 32GB Astro Black,1549.0,Excelente
535,LG G6 32GB Astro Black,1549.0,Muito Bom
536,LG G6 32GB Astro Black,1549.0,Bom
537,LG G6 32GB Astro Black,1549.0,Excelente
538,LG G6 32GB Astro Black,1549.0,Muito Bom
539,LG G6 32GB Astro Black,1549.0,Bom
540,LG G3 D855 Preto,629.0,Excelente
541,LG G3 D855 Preto,549.0,Muito Bom
542,LG G3 D855 Preto,469.0,Bom
543,LG G4 H818P Titânio,789.0,Excelente
544,LG G4 H818P Titânio,789.0,Muito Bom
545,LG G4 H818P Titânio,789.0,Bom
546,LG G3 Beat D724 Dourado,429.0,Excelente
547,LG G3 Beat D724 Dourado,429.0,Muito Bom
548,LG G3 Beat D724 Dourado,429.0,Bom
549,LG G4 H818P Dourado,739.0,Excelente
550,LG G4 H818P Dourado,739.0,Muito Bom
551,LG G4 H818P Dourado,739.0,Bom
552,LG G6 64GB Platinum,1729.0,Excelente
553,LG G6 64GB Platinum,1729.0,Muito Bom
554,LG G6 64GB Platinum,1729.0,Bom
555,LG G6 64GB Platinum,1729.0,Excelente
556,LG G6 64GB Platinum,1729.0,Muito Bom
557,LG G6 64GB Platinum,1729.0,Bom
558,LG G3 Beat D724 Branco,479.0,Excelente
559,LG G3 Beat D724 Branco,479.0,Muito Bom
560,LG G3 Beat D724 Branco,479.0,Bom
561,LG Nexus 5 D821 Branco,499.0,Excelente
562,LG Nexus 5 D821 Branco,499.0,Muito Bom
563,LG Nexus 5 D821 Branco,499.0,Bom
564,Sony Xperia Z3 Compact Branco,669.0,Excelente
565,Sony Xperia Z3 Compact Branco,679.0,Muito Bom
566,Sony Xperia Z3 Compact Branco,659.0,Bom
567,Sony Xperia Z2 Branco,619.0,Excelente
568,Sony Xperia Z2 Branco,619.0,Muito Bom
569,Sony Xperia Z2 Branco,619.0,Bom
570,Sony Xperia Z5 Branco,,Excelente
571,Sony Xperia Z5 Branco,,Muito Bom
572,Sony Xperia Z5 Branco,,Bom
573,Sony Xperia Z3 TV Branco,719.0,Excelente
574,Sony Xperia Z3 TV Branco,719.0,Muito Bom
575,Sony Xperia Z3 TV Branco,719.0,Bom
576,Sony Xperia Z3 Plus Verde Água,1089.0,Excelente
577,Sony Xperia Z3 Plus Verde Água,1089.0,Muito Bom
578,Sony Xperia Z3 Plus Verde Água,1089.0,Bom
579,Sony Xperia Z5 Preto,1199.0,Excelente
580,Sony Xperia Z5 Preto,1199.0,Muito Bom
581,Sony Xperia Z5 Preto,1199.0,Bom
582,Sony Xperia Z3 Dual Preto,869.0,Excelente
583,Sony Xperia Z3 Dual Preto,869.0,Muito Bom
584,Sony Xperia Z3 Dual Preto,869.0,Bom
585,Sony Xperia Z3 Plus Cobre,1209.0,Excelente
586,Sony Xperia Z3 Plus Cobre,1209.0,Muito Bom
587,Sony Xperia Z3 Plus Cobre,1209.0,Bom
588,Sony Xperia Z5 Premium Cromo,,Excelente
589,Sony Xperia Z5 Premium Cromo,,Muito Bom
590,Sony Xperia Z5 Premium Cromo,,Bom
591,Asus Zenfone 6 Vermelho,709.0,Excelente
592,Asus Zenfone 6 Vermelho,709.0,Muito Bom
593,Asus Zenfone 6 Vermelho,709.0,Bom
